"","CodeM49","Area","Item","Element","YearCode","Unit","Value","X"
"319","156","China  mainland","Grand Total","ProtSQ (g/c/d)",2010,"g/c/d",95.4,NA
"320","116","Cambodia","Grand Total","ProtSQ (g/c/d)",2020,"g/c/d",64.38,NA
"321","242","Fiji","Grand Total","FoodS (kcal/c/d)",2010,"kcal/c/d",2751,NA
"322","368","Iraq","Population","TotalPop",2010,"1000 persons",25510,NA
"323","208","Denmark","Grand Total","FoodS (kcal/c/d)",2020,"kcal/c/d",3453,NA
"324","324","Guinea","Population","TotalPop",2020,"1000 persons",13132.8,NA
"325","158","China  Taiwan Province of","Grand Total","ProtSQ (g/c/d)",2010,"g/c/d",81.71,NA
"326","624","Guinea-Bissau","Population","TotalPop",2020,"1000 persons",1968,NA
"327","372","Ireland","Population","TotalPop",2010,"1000 persons",4468,NA
"328","262","Djibouti","Grand Total","FoodS (kcal/c/d)",2020,"kcal/c/d",2804,NA
"329","246","Finland","Grand Total","FoodS (kcal/c/d)",2010,"kcal/c/d",3243,NA
"330","120","Cameroon","Grand Total","ProtSQ (g/c/d)",2020,"g/c/d",72.08,NA
"331","170","Colombia","Grand Total","ProtSQ (g/c/d)",2010,"g/c/d",61.17,NA
"332","124","Canada","Grand Total","ProtSQ (g/c/d)",2020,"g/c/d",106.72,NA
"333","250","France","Grand Total","FoodS (kcal/c/d)",2010,"kcal/c/d",3527,NA
"334","174","Comoros","Grand Total","ProtSQ (g/c/d)",2010,"g/c/d",53.59,NA
"335","212","Dominica","Grand Total","FoodS (kcal/c/d)",2020,"kcal/c/d",2928,NA
"336","376","Israel","Population","TotalPop",2010,"1000 persons",7346,NA
"337","328","Guyana","Population","TotalPop",2020,"1000 persons",786.55,NA
"338","380","Italy","Population","TotalPop",2010,"1000 persons",60509,NA
"339","140","Central African Republic","Grand Total","ProtSQ (g/c/d)",2020,"g/c/d",49.03,NA
"340","258","French Polynesia","Grand Total","FoodS (kcal/c/d)",2010,"kcal/c/d",2962,NA
"341","332","Haiti","Population","TotalPop",2020,"1000 persons",11402.53,NA
"342","214","Dominican Republic","Grand Total","FoodS (kcal/c/d)",2020,"kcal/c/d",2981,NA
"343","178","Congo","Grand Total","ProtSQ (g/c/d)",2010,"g/c/d",43.06,NA
"344","188","Costa Rica","Grand Total","ProtSQ (g/c/d)",2010,"g/c/d",75.56,NA
"345","388","Jamaica","Population","TotalPop",2010,"1000 persons",2810,NA
"346","218","Ecuador","Grand Total","FoodS (kcal/c/d)",2020,"kcal/c/d",2489,NA
"347","340","Honduras","Population","TotalPop",2020,"1000 persons",9904.61,NA
"348","266","Gabon","Grand Total","FoodS (kcal/c/d)",2010,"kcal/c/d",2727,NA
"349","148","Chad","Grand Total","ProtSQ (g/c/d)",2020,"g/c/d",77.97,NA
"350","348","Hungary","Population","TotalPop",2020,"1000 persons",9660.35,NA
"351","818","Egypt","Grand Total","FoodS (kcal/c/d)",2020,"kcal/c/d",3326,NA
"352","384","C\xF4te d'Ivoire","Grand Total","ProtSQ (g/c/d)",2010,"g/c/d",57.16,NA
"353","392","Japan","Population","TotalPop",2010,"1000 persons",128542,NA
"354","270","Gambia","Grand Total","FoodS (kcal/c/d)",2010,"kcal/c/d",2663,NA
"355","152","Chile","Grand Total","ProtSQ (g/c/d)",2020,"g/c/d",92.47,NA
"356","268","Georgia","Grand Total","FoodS (kcal/c/d)",2010,"kcal/c/d",2808,NA
"357","191","Croatia","Grand Total","ProtSQ (g/c/d)",2010,"g/c/d",80.68,NA
"358","222","El Salvador","Grand Total","FoodS (kcal/c/d)",2020,"kcal/c/d",2685,NA
"359","352","Iceland","Population","TotalPop",2020,"1000 persons",341.24,NA
"360","159","China","Grand Total","ProtSQ (g/c/d)",2020,"g/c/d",106.53,NA
"361","400","Jordan","Population","TotalPop",2010,"1000 persons",7262,NA
"362","398","Kazakhstan","Population","TotalPop",2010,"1000 persons",16252,NA
"363","356","India","Population","TotalPop",2020,"1000 persons",1380004.39,NA
"364","233","Estonia","Grand Total","FoodS (kcal/c/d)",2020,"kcal/c/d",3175,NA
"365","192","Cuba","Grand Total","ProtSQ (g/c/d)",2010,"g/c/d",82.02,NA
"366","276","Germany","Grand Total","FoodS (kcal/c/d)",2010,"kcal/c/d",3504,NA
"367","344","China  Hong Kong SAR","Grand Total","ProtSQ (g/c/d)",2020,"g/c/d",139.86,NA
"368","446","China  Macao SAR","Grand Total","ProtSQ (g/c/d)",2020,"g/c/d",100.99,NA
"369","288","Ghana","Grand Total","FoodS (kcal/c/d)",2010,"kcal/c/d",3042,NA
"370","196","Cyprus","Grand Total","ProtSQ (g/c/d)",2010,"g/c/d",94.83,NA
"371","404","Kenya","Population","TotalPop",2010,"1000 persons",42031,NA
"372","360","Indonesia","Population","TotalPop",2020,"1000 persons",273523.61,NA
"373","748","Eswatini","Grand Total","FoodS (kcal/c/d)",2020,"kcal/c/d",2581,NA
"374","296","Kiribati","Population","TotalPop",2010,"1000 persons",103,NA
"375","364","Iran (Islamic Republic of)","Population","TotalPop",2020,"1000 persons",83992.95,NA
"376","203","Czechia","Grand Total","ProtSQ (g/c/d)",2010,"g/c/d",92.81,NA
"377","231","Ethiopia","Grand Total","FoodS (kcal/c/d)",2020,"kcal/c/d",2407,NA
"378","300","Greece","Grand Total","FoodS (kcal/c/d)",2010,"kcal/c/d",3442,NA
"379","156","China  mainland","Grand Total","ProtSQ (g/c/d)",2020,"g/c/d",106.67,NA
"380","408","Democratic People's Republic of Korea","Grand Total","ProtSQ (g/c/d)",2010,"g/c/d",56.6,NA
"381","242","Fiji","Grand Total","FoodS (kcal/c/d)",2020,"kcal/c/d",2908,NA
"382","368","Iraq","Population","TotalPop",2020,"1000 persons",34499.62,NA
"383","308","Grenada","Grand Total","FoodS (kcal/c/d)",2010,"kcal/c/d",2385,NA
"384","158","China  Taiwan Province of","Grand Total","ProtSQ (g/c/d)",2020,"g/c/d",87.75,NA
"385","414","Kuwait","Population","TotalPop",2010,"1000 persons",2992,NA
"386","417","Kyrgyzstan","Population","TotalPop",2010,"1000 persons",5422,NA
"387","372","Ireland","Population","TotalPop",2020,"1000 persons",4937.79,NA
"388","180","Democratic Republic of the Congo","Grand Total","ProtSQ (g/c/d)",2010,"g/c/d",31.95,NA
"389","246","Finland","Grand Total","FoodS (kcal/c/d)",2020,"kcal/c/d",3363,NA
"390","320","Guatemala","Grand Total","FoodS (kcal/c/d)",2010,"kcal/c/d",2437,NA
"391","170","Colombia","Grand Total","ProtSQ (g/c/d)",2020,"g/c/d",72.48,NA
"392","250","France","Grand Total","FoodS (kcal/c/d)",2020,"kcal/c/d",3538,NA
"393","174","Comoros","Grand Total","ProtSQ (g/c/d)",2020,"g/c/d",57.12,NA
"394","376","Israel","Population","TotalPop",2020,"1000 persons",8655.53,NA
"395","208","Denmark","Grand Total","ProtSQ (g/c/d)",2010,"g/c/d",109.45,NA
"396","324","Guinea","Grand Total","FoodS (kcal/c/d)",2010,"kcal/c/d",2510,NA
"397","418","Lao People's Democratic Republic","Population","TotalPop",2010,"1000 persons",6249,NA
"398","380","Italy","Population","TotalPop",2020,"1000 persons",60461.83,NA
"399","258","French Polynesia","Grand Total","FoodS (kcal/c/d)",2020,"kcal/c/d",2972,NA
"400","624","Guinea-Bissau","Grand Total","FoodS (kcal/c/d)",2010,"kcal/c/d",2308,NA
"401","428","Latvia","Population","TotalPop",2010,"1000 persons",2091,NA
"402","262","Djibouti","Grand Total","ProtSQ (g/c/d)",2010,"g/c/d",63.11,NA
"403","178","Congo","Grand Total","ProtSQ (g/c/d)",2020,"g/c/d",52.39,NA
"404","188","Costa Rica","Grand Total","ProtSQ (g/c/d)",2020,"g/c/d",84.57,NA
"405","212","Dominica","Grand Total","ProtSQ (g/c/d)",2010,"g/c/d",83.2,NA
"406","388","Jamaica","Population","TotalPop",2020,"1000 persons",2961.17,NA
"407","266","Gabon","Grand Total","FoodS (kcal/c/d)",2020,"kcal/c/d",2611,NA
"408","422","Lebanon","Population","TotalPop",2010,"1000 persons",4953,NA
"409","328","Guyana","Grand Total","FoodS (kcal/c/d)",2010,"kcal/c/d",2678,NA
"410","332","Haiti","Grand Total","FoodS (kcal/c/d)",2010,"kcal/c/d",2155,NA
"411","214","Dominican Republic","Grand Total","ProtSQ (g/c/d)",2010,"g/c/d",56.5,NA
"412","384","C\xF4te d'Ivoire","Grand Total","ProtSQ (g/c/d)",2020,"g/c/d",63.18,NA
"413","392","Japan","Population","TotalPop",2020,"1000 persons",126476.46,NA
"414","426","Lesotho","Population","TotalPop",2010,"1000 persons",1996,NA
"415","270","Gambia","Grand Total","FoodS (kcal/c/d)",2020,"kcal/c/d",2522,NA
"416","268","Georgia","Grand Total","FoodS (kcal/c/d)",2020,"kcal/c/d",3043,NA
"417","430","Liberia","Population","TotalPop",2010,"1000 persons",3891,NA
"418","191","Croatia","Grand Total","ProtSQ (g/c/d)",2020,"g/c/d",94.5,NA
"419","218","Ecuador","Grand Total","ProtSQ (g/c/d)",2010,"g/c/d",66.6,NA
"420","340","Honduras","Grand Total","FoodS (kcal/c/d)",2010,"kcal/c/d",2610,NA
"421","400","Jordan","Population","TotalPop",2020,"1000 persons",10203.13,NA
"422","398","Kazakhstan","Population","TotalPop",2020,"1000 persons",18776.71,NA
"423","348","Hungary","Grand Total","FoodS (kcal/c/d)",2010,"kcal/c/d",3062,NA
"424","818","Egypt","Grand Total","ProtSQ (g/c/d)",2010,"g/c/d",101.1,NA
"425","434","Libya","Population","TotalPop",2010,"1000 persons",6198,NA
"426","192","Cuba","Grand Total","ProtSQ (g/c/d)",2020,"g/c/d",84.16,NA
"427","276","Germany","Grand Total","FoodS (kcal/c/d)",2020,"kcal/c/d",3628,NA
"428","288","Ghana","Grand Total","FoodS (kcal/c/d)",2020,"kcal/c/d",3199,NA
"429","196","Cyprus","Grand Total","ProtSQ (g/c/d)",2020,"g/c/d",96.97,NA
"430","404","Kenya","Population","TotalPop",2020,"1000 persons",53771.3,NA
"431","222","El Salvador","Grand Total","ProtSQ (g/c/d)",2010,"g/c/d",70.75,NA
"432","352","Iceland","Grand Total","FoodS (kcal/c/d)",2010,"kcal/c/d",3382,NA
"433","440","Lithuania","Population","TotalPop",2010,"1000 persons",3068,NA
"434","296","Kiribati","Population","TotalPop",2020,"1000 persons",119.45,NA
"435","356","India","Grand Total","FoodS (kcal/c/d)",2010,"kcal/c/d",2391,NA
"436","233","Estonia","Grand Total","ProtSQ (g/c/d)",2010,"g/c/d",98.43,NA
"437","203","Czechia","Grand Total","ProtSQ (g/c/d)",2020,"g/c/d",90.58,NA
"438","442","Luxembourg","Population","TotalPop",2010,"1000 persons",508,NA
"439","300","Greece","Grand Total","FoodS (kcal/c/d)",2020,"kcal/c/d",3337,NA
"440","408","Democratic People's Republic of Korea","Grand Total","ProtSQ (g/c/d)",2020,"g/c/d",53.76,NA
"441","360","Indonesia","Grand Total","FoodS (kcal/c/d)",2010,"kcal/c/d",2632,NA
"442","748","Eswatini","Grand Total","ProtSQ (g/c/d)",2010,"g/c/d",53.14,NA
"443","308","Grenada","Grand Total","FoodS (kcal/c/d)",2020,"kcal/c/d",2536,NA
"444","414","Kuwait","Population","TotalPop",2020,"1000 persons",4270.57,NA
"445","450","Madagascar","Population","TotalPop",2010,"1000 persons",21152,NA
"446","454","Malawi","Population","TotalPop",2010,"1000 persons",14540,NA
"447","364","Iran (Islamic Republic of)","Grand Total","FoodS (kcal/c/d)",2010,"kcal/c/d",3025,NA
"448","417","Kyrgyzstan","Population","TotalPop",2020,"1000 persons",6524.19,NA
"449","231","Ethiopia","Grand Total","ProtSQ (g/c/d)",2010,"g/c/d",70.49,NA
"450","180","Democratic Republic of the Congo","Grand Total","ProtSQ (g/c/d)",2020,"g/c/d",29.16,NA
"451","320","Guatemala","Grand Total","FoodS (kcal/c/d)",2020,"kcal/c/d",2616,NA
"452","242","Fiji","Grand Total","ProtSQ (g/c/d)",2010,"g/c/d",69.25,NA
"453","458","Malaysia","Population","TotalPop",2010,"1000 persons",28208,NA
"454","368","Iraq","Grand Total","FoodS (kcal/c/d)",2010,"kcal/c/d",2608,NA
"455","208","Denmark","Grand Total","ProtSQ (g/c/d)",2020,"g/c/d",110.82,NA
"456","324","Guinea","Grand Total","FoodS (kcal/c/d)",2020,"kcal/c/d",2870,NA
"457","418","Lao People's Democratic Republic","Population","TotalPop",2020,"1000 persons",7275.56,NA
"458","624","Guinea-Bissau","Grand Total","FoodS (kcal/c/d)",2020,"kcal/c/d",2241,NA
"459","428","Latvia","Population","TotalPop",2020,"1000 persons",1886.2,NA
"460","372","Ireland","Grand Total","FoodS (kcal/c/d)",2010,"kcal/c/d",3594,NA
"461","462","Maldives","Population","TotalPop",2010,"1000 persons",366,NA
"462","262","Djibouti","Grand Total","ProtSQ (g/c/d)",2020,"g/c/d",69,NA
"463","246","Finland","Grand Total","ProtSQ (g/c/d)",2010,"g/c/d",112.17,NA
"464","250","France","Grand Total","ProtSQ (g/c/d)",2010,"g/c/d",112.42,NA
"465","212","Dominica","Grand Total","ProtSQ (g/c/d)",2020,"g/c/d",79.98,NA
"466","376","Israel","Grand Total","FoodS (kcal/c/d)",2010,"kcal/c/d",3540,NA
"467","422","Lebanon","Population","TotalPop",2020,"1000 persons",6825.44,NA
"468","328","Guyana","Grand Total","FoodS (kcal/c/d)",2020,"kcal/c/d",3173,NA
"469","466","Mali","Population","TotalPop",2010,"1000 persons",15049,NA
"470","470","Malta","Population","TotalPop",2010,"1000 persons",425,NA
"471","380","Italy","Grand Total","FoodS (kcal/c/d)",2010,"kcal/c/d",3583,NA
"472","258","French Polynesia","Grand Total","ProtSQ (g/c/d)",2010,"g/c/d",98.14,NA
"473","332","Haiti","Grand Total","FoodS (kcal/c/d)",2020,"kcal/c/d",2092,NA
"474","214","Dominican Republic","Grand Total","ProtSQ (g/c/d)",2020,"g/c/d",68.53,NA
"475","426","Lesotho","Population","TotalPop",2020,"1000 persons",2142.25,NA
"476","388","Jamaica","Grand Total","FoodS (kcal/c/d)",2010,"kcal/c/d",2678,NA
"477","430","Liberia","Population","TotalPop",2020,"1000 persons",5057.68,NA
"478","218","Ecuador","Grand Total","ProtSQ (g/c/d)",2020,"g/c/d",62.26,NA
"479","340","Honduras","Grand Total","FoodS (kcal/c/d)",2020,"kcal/c/d",2685,NA
"480","266","Gabon","Grand Total","ProtSQ (g/c/d)",2010,"g/c/d",78.41,NA
"481","478","Mauritania","Population","TotalPop",2010,"1000 persons",3494,NA
"482","480","Mauritius","Population","TotalPop",2010,"1000 persons",1248,NA
"483","348","Hungary","Grand Total","FoodS (kcal/c/d)",2020,"kcal/c/d",3352,NA
"484","818","Egypt","Grand Total","ProtSQ (g/c/d)",2020,"g/c/d",93.26,NA
"485","392","Japan","Grand Total","FoodS (kcal/c/d)",2010,"kcal/c/d",2679,NA
"486","434","Libya","Population","TotalPop",2020,"1000 persons",6871.29,NA
"487","270","Gambia","Grand Total","ProtSQ (g/c/d)",2010,"g/c/d",63.91,NA
"488","268","Georgia","Grand Total","ProtSQ (g/c/d)",2010,"g/c/d",78.26,NA
"489","484","Mexico","Population","TotalPop",2010,"1000 persons",114093,NA
"490","222","El Salvador","Grand Total","ProtSQ (g/c/d)",2020,"g/c/d",83.32,NA
"491","352","Iceland","Grand Total","FoodS (kcal/c/d)",2020,"kcal/c/d",3659,NA
"492","400","Jordan","Grand Total","FoodS (kcal/c/d)",2010,"kcal/c/d",2847,NA
"493","440","Lithuania","Population","TotalPop",2020,"1000 persons",2722.29,NA
"494","398","Kazakhstan","Grand Total","FoodS (kcal/c/d)",2010,"kcal/c/d",3145,NA
"495","356","India","Grand Total","FoodS (kcal/c/d)",2020,"kcal/c/d",2599,NA
"496","233","Estonia","Grand Total","ProtSQ (g/c/d)",2020,"g/c/d",101.4,NA
"497","442","Luxembourg","Population","TotalPop",2020,"1000 persons",625.98,NA
"498","276","Germany","Grand Total","ProtSQ (g/c/d)",2010,"g/c/d",101.82,NA
"499","583","Micronesia (Federated States of)","Population","TotalPop",2020,"1000 persons",115.02,NA
"500","288","Ghana","Grand Total","ProtSQ (g/c/d)",2010,"g/c/d",62.31,NA
"501","404","Kenya","Grand Total","FoodS (kcal/c/d)",2010,"kcal/c/d",2154,NA
"502","360","Indonesia","Grand Total","FoodS (kcal/c/d)",2020,"kcal/c/d",2924,NA
"503","748","Eswatini","Grand Total","ProtSQ (g/c/d)",2020,"g/c/d",61.83,NA
"504","496","Mongolia","Population","TotalPop",2010,"1000 persons",2720,NA
"505","450","Madagascar","Population","TotalPop",2020,"1000 persons",27691.02,NA
"506","454","Malawi","Population","TotalPop",2020,"1000 persons",19129.95,NA
"507","499","Montenegro","Population","TotalPop",2010,"1000 persons",624,NA
"508","296","Kiribati","Grand Total","FoodS (kcal/c/d)",2010,"kcal/c/d",2955,NA
"509","364","Iran (Islamic Republic of)","Grand Total","FoodS (kcal/c/d)",2020,"kcal/c/d",3089,NA
"510","231","Ethiopia","Grand Total","ProtSQ (g/c/d)",2020,"g/c/d",74.12,NA
"511","300","Greece","Grand Total","ProtSQ (g/c/d)",2010,"g/c/d",111.75,NA
"512","242","Fiji","Grand Total","ProtSQ (g/c/d)",2020,"g/c/d",75.96,NA
"513","458","Malaysia","Population","TotalPop",2020,"1000 persons",32366,NA
"514","504","Morocco","Population","TotalPop",2010,"1000 persons",32343,NA
"515","368","Iraq","Grand Total","FoodS (kcal/c/d)",2020,"kcal/c/d",2688,NA
"516","308","Grenada","Grand Total","ProtSQ (g/c/d)",2010,"g/c/d",72.67,NA
"517","414","Kuwait","Grand Total","FoodS (kcal/c/d)",2010,"kcal/c/d",3443,NA
"518","417","Kyrgyzstan","Grand Total","FoodS (kcal/c/d)",2010,"kcal/c/d",2710,NA
"519","372","Ireland","Grand Total","FoodS (kcal/c/d)",2020,"kcal/c/d",3857,NA
"520","508","Mozambique","Population","TotalPop",2010,"1000 persons",23532,NA
"521","462","Maldives","Population","TotalPop",2020,"1000 persons",540.54,NA
"522","246","Finland","Grand Total","ProtSQ (g/c/d)",2020,"g/c/d",117.88,NA
"523","320","Guatemala","Grand Total","ProtSQ (g/c/d)",2010,"g/c/d",65.67,NA
"524","583","Micronesia (Federated States of)","Grand Total","FoodS (kcal/c/d)",2020,"kcal/c/d",2749,NA
"525","250","France","Grand Total","ProtSQ (g/c/d)",2020,"g/c/d",119.89,NA
"526","104","Myanmar","Population","TotalPop",2010,"1000 persons",50601,NA
"527","376","Israel","Grand Total","FoodS (kcal/c/d)",2020,"kcal/c/d",3613,NA
"528","324","Guinea","Grand Total","ProtSQ (g/c/d)",2010,"g/c/d",53.78,NA
"529","418","Lao People's Democratic Republic","Grand Total","FoodS (kcal/c/d)",2010,"kcal/c/d",2401,NA
"530","466","Mali","Population","TotalPop",2020,"1000 persons",20250.83,NA
"531","470","Malta","Population","TotalPop",2020,"1000 persons",441.54,NA
"532","516","Namibia","Population","TotalPop",2010,"1000 persons",2119,NA
"533","380","Italy","Grand Total","FoodS (kcal/c/d)",2020,"kcal/c/d",3563,NA
"534","258","French Polynesia","Grand Total","ProtSQ (g/c/d)",2020,"g/c/d",96.45,NA
"535","624","Guinea-Bissau","Grand Total","ProtSQ (g/c/d)",2010,"g/c/d",43.6,NA
"536","428","Latvia","Grand Total","FoodS (kcal/c/d)",2010,"kcal/c/d",3136,NA
"537","388","Jamaica","Grand Total","FoodS (kcal/c/d)",2020,"kcal/c/d",2691,NA
"538","266","Gabon","Grand Total","ProtSQ (g/c/d)",2020,"g/c/d",80.08,NA
"539","422","Lebanon","Grand Total","FoodS (kcal/c/d)",2010,"kcal/c/d",3126,NA
"540","328","Guyana","Grand Total","ProtSQ (g/c/d)",2010,"g/c/d",77.52,NA
"541","478","Mauritania","Population","TotalPop",2020,"1000 persons",4649.66,NA
"542","480","Mauritius","Population","TotalPop",2020,"1000 persons",1271.77,NA
"543","524","Nepal","Population","TotalPop",2010,"1000 persons",27013,NA
"544","332","Haiti","Grand Total","ProtSQ (g/c/d)",2010,"g/c/d",48.41,NA
"545","520","Nauru","Population","TotalPop",2020,"1000 persons",10.82,NA
"546","392","Japan","Grand Total","FoodS (kcal/c/d)",2020,"kcal/c/d",2679,NA
"547","426","Lesotho","Grand Total","FoodS (kcal/c/d)",2010,"kcal/c/d",2580,NA
"548","270","Gambia","Grand Total","ProtSQ (g/c/d)",2020,"g/c/d",61.91,NA
"549","583","Micronesia (Federated States of)","Grand Total","ProtSQ (g/c/d)",2020,"g/c/d",66.93,NA
"550","268","Georgia","Grand Total","ProtSQ (g/c/d)",2020,"g/c/d",84.88,NA
"551","484","Mexico","Population","TotalPop",2020,"1000 persons",128932.75,NA
"552","430","Liberia","Grand Total","FoodS (kcal/c/d)",2010,"kcal/c/d",2181,NA
"553","340","Honduras","Grand Total","ProtSQ (g/c/d)",2010,"g/c/d",58.51,NA
"554","528","Netherlands","Population","TotalPop",2010,"1000 persons",16615,NA
"555","400","Jordan","Grand Total","FoodS (kcal/c/d)",2020,"kcal/c/d",2472,NA
"556","398","Kazakhstan","Grand Total","FoodS (kcal/c/d)",2020,"kcal/c/d",3413,NA
"557","348","Hungary","Grand Total","ProtSQ (g/c/d)",2010,"g/c/d",81.53,NA
"558","434","Libya","Grand Total","FoodS (kcal/c/d)",2010,"kcal/c/d",3113,NA
"559","276","Germany","Grand Total","ProtSQ (g/c/d)",2020,"g/c/d",105.89,NA
"560","288","Ghana","Grand Total","ProtSQ (g/c/d)",2020,"g/c/d",65.27,NA
"561","404","Kenya","Grand Total","FoodS (kcal/c/d)",2020,"kcal/c/d",2193,NA
"562","352","Iceland","Grand Total","ProtSQ (g/c/d)",2010,"g/c/d",128.54,NA
"563","540","New Caledonia","Population","TotalPop",2010,"1000 persons",254,NA
"564","496","Mongolia","Population","TotalPop",2020,"1000 persons",3278.29,NA
"565","440","Lithuania","Grand Total","FoodS (kcal/c/d)",2010,"kcal/c/d",3290,NA
"566","499","Montenegro","Population","TotalPop",2020,"1000 persons",628.07,NA
"567","296","Kiribati","Grand Total","FoodS (kcal/c/d)",2020,"kcal/c/d",3078,NA
"568","356","India","Grand Total","ProtSQ (g/c/d)",2010,"g/c/d",58.83,NA
